gene	transcript	type	TSS	PolyA	strand
gene-ELMO2	rna-NM_182764.3	mRNA	48142640	48102078	-
gene-ELMO2	rna-XM_054323813.1	mRNA	48130481	48102078	-
gene-ELMO2	rna-XM_054323814.1	mRNA	48125165	48102078	-
gene-LOC105372633	rna-NR_146919.1	lnc_RNA	48142804	48181078	+
gene-ZNF334	rna-XM_054323668.1	mRNA	48249706	48235763	-
gene-ZNF334	rna-NM_001353816.2	mRNA	48249690	48235763	-
gene-ZNF334	rna-XM_054323666.1	mRNA	48249686	48235763	-
gene-ZNF334	rna-XM_054323665.1	mRNA	48249534	48235763	-
gene-ZNF334	rna-XM_054323669.1	mRNA	48249533	48235763	-
gene-OCSTAMP	rna-NM_080721.3	mRNA	48286797	48277078	-
gene-SLC13A3	rna-NM_001193340.2	mRNA	48420763	48293973	-
gene-SLC13A3	rna-NM_001193342.2	mRNA	48387641	48293973	-
gene-TP53RK	rna-NM_033550.4	mRNA	48425722	48420643	-
gene-TP53RK-DT	rna-NR_186399.1	lnc_RNA	48425577	48426567	+
gene-SLC2A10	rna-XM_054324094.1	mRNA	48444560	48472617	+
gene-SLC2A10	rna-XM_054324087.1	mRNA	48444572	48472617	+
gene-SLC2A10	rna-XM_054324090.1	mRNA	48444593	48472617	+
gene-SLC2A10	rna-XM_054324089.1	mRNA	48444601	48465727	+
gene-SLC2A10	rna-XM_054324091.1	mRNA	48444601	48464915	+
gene-SLC2A10	rna-XM_054324093.1	mRNA	48444601	48464544	+
gene-SLC2A10	rna-XM_054324088.1	mRNA	48445876	48472617	+
gene-SLC2A10	rna-XM_054324092.1	mRNA	48445925	48472617	+
gene-EYA2	rna-NM_005244.5	mRNA	48632936	48926939	+
gene-EYA2-AS1	rna-NR_183876.1	lnc_RNA	48639841	48638481	-
gene-ZMYND8	rna-NM_001281781.3	mRNA	49094979	48947313	-
gene-ZMYND8	rna-NM_001363714.1	mRNA	49094716	48947313	-
gene-ZMYND8	rna-NM_001363741.2	mRNA	49090028	48947313	-
gene-ZMYND8	rna-NM_001281769.2	mRNA	49094979	49036407	-
gene-LOC100131496	rna-NR_024594.1	lnc_RNA	49056782	49059034	+
gene-LOC101927377	rna-NR_134501.1	lnc_RNA	49090840	49092912	+
gene-LINC01754	rna-NR_146496.1	lnc_RNA	49150418	49121049	-
gene-LINC01754	rna-NR_146495.1	lnc_RNA	49149668	49121049	-
gene-NCOA3	rna-NM_001174088.2	mRNA	49240094	49395273	+
gene-SULF2	rna-XM_054323703.1	mRNA	49525733	49395800	-
gene-SULF2	rna-XM_054323706.1	mRNA	49525202	49395800	-
gene-SULF2	rna-XM_054323707.1	mRNA	49524587	49395800	-
gene-SULF2	rna-XM_054323708.1	mRNA	49503533	49395800	-
gene-LOC124904922	rna-XR_007089668.1	lnc_RNA	49513189	49518754	+
gene-LOC124904920	rna-XR_007089666.1	lnc_RNA	49525177	49528466	+
gene-LOC124904921	rna-XR_007089667.1	lnc_RNA	49536343	49526446	-
gene-LOC107985401	rna-XR_007089665.1	lnc_RNA	49531241	49538561	+
gene-LOC124908109	rna-XM_047446963.1	mRNA	49582762	49576138	-
gene-LOC124908109	rna-XM_047446968.1	mRNA	49582762	49576162	-
gene-LOC124908109	rna-XM_047446965.1	mRNA	49582762	49576742	-
gene-LOC124908109	rna-XM_047446962.1	mRNA	49582762	49576743	-
gene-LOC124908109	rna-XM_047446969.1	mRNA	49582762	49576747	-
gene-LOC124908109	rna-XM_047446964.1	mRNA	49582762	49576800	-
gene-LOC105372636	rna-XR_007089670.1	lnc_RNA	49591944	49589827	-
gene-LOC124908110	rna-XM_047446975.1	mRNA	49643195	49666198	+
gene-LOC124908110	rna-XM_047446994.1	mRNA	49643195	49654831	+
gene-LOC105372637	rna-XR_007089686.1	lnc_RNA	49719097	49727338	+
gene-LOC105372637	rna-XR_007089685.1	lnc_RNA	49722458	49729531	+
gene-LINC01522	rna-NR_110027.1	lnc_RNA	49758434	49748415	-
gene-LINC01523	rna-NR_109942.1	lnc_RNA	49751548	49752635	+
gene-LOC107985436	rna-XR_007089694.1	lnc_RNA	49755380	49790514	+
gene-LOC107985436	rna-XR_007089695.1	lnc_RNA	49758532	49790514	+
gene-LOC107985436	rna-XR_007089693.1	lnc_RNA	49759572	49790514	+
gene-LOC107985436	rna-XR_007089692.1	lnc_RNA	49760484	49791346	+
gene-LOC107985436	rna-XR_007089691.1	lnc_RNA	49760484	49790514	+
gene-LOC107985437	rna-XR_007089696.1	lnc_RNA	49792630	49782666	-
gene-LOC105372639	rna-XR_007089699.1	lnc_RNA	49793287	49834747	+
gene-LOC105372639	rna-XR_007089697.1	lnc_RNA	49793287	49826291	+
gene-LOC124904923	rna-XR_007089706.1	lnc_RNA	49834343	49825815	-
gene-LOC124904923	rna-XR_007089705.1	lnc_RNA	49831997	49825815	-
gene-LOC124908111	rna-XR_007089707.1	lnc_RNA	49886681	49890883	+
gene-LOC124908111	rna-XR_007089708.1	lnc_RNA	49888678	49893213	+
gene-LOC105372641	rna-XR_007089712.1	lnc_RNA	49961141	49971556	+
gene-LOC105372641	rna-XR_007089711.1	lnc_RNA	49961141	49968542	+
gene-LINC00494	rna-NR_026958.1	lnc_RNA	50128720	50139447	+
gene-LOC105372643	rna-XR_007089713.1	lnc_RNA	50163160	50168942	+
gene-LOC105372645	rna-XR_007089717.1	lnc_RNA	50240758	50242793	+
gene-LOC107985439	rna-XR_007089718.1	lnc_RNA	50252432	50245414	-
gene-LOC105372647	rna-XR_007089719.1	lnc_RNA	50267532	50269440	+
gene-LOC105372646	rna-XR_007089720.1	lnc_RNA	50333118	50295846	-
gene-PREX1	rna-NM_020820.4	mRNA	50597824	50394064	-
gene-PREX1	rna-XM_054323770.1	mRNA	50591845	50394064	-
gene-PREX1	rna-XM_054323771.1	mRNA	50460904	50394064	-
gene-PREX1	rna-XM_054323772.1	mRNA	50446126	50394064	-
gene-LOC124908112	rna-XR_007089721.1	lnc_RNA	50657393	50605417	-
gene-ARFGEF2	rna-NM_006420.3	mRNA	50690874	50806193	+
gene-CSE1L-DT	rna-NR_110625.1	lnc_RNA	50815559	50809964	-
gene-CSE1L	rna-NM_001362762.2	mRNA	50815815	50866449	+
gene-STAU1	rna-NM_001319135.2	mRNA	50988810	50882824	-
gene-STAU1	rna-NM_017454.4	mRNA	50957809	50882824	-
gene-STAU1	rna-XM_054323925.1	mRNA	50956430	50882824	-
gene-STAU1	rna-XM_054323920.1	mRNA	50956380	50882824	-
gene-STAU1	rna-XM_054323921.1	mRNA	50956314	50882824	-
gene-STAU1	rna-XM_054323923.1	mRNA	50956312	50882824	-
gene-STAU1	rna-XM_054323926.1	mRNA	50948633	50882824	-
gene-STAU1	rna-XM_054323922.1	mRNA	50948559	50882824	-
gene-STAU1	rna-XM_054323929.1	mRNA	50947929	50882824	-
gene-DDX27	rna-NM_001348187.2	mRNA	50988931	51013574	+
gene-ZNFX1	rna-NM_021035.3	mRNA	51047554	51015402	-
gene-ZFAS1	rna-NR_003604.3	lnc_RNA	51047675	51058759	+
gene-ZFAS1	rna-NR_036659.2	lnc_RNA	51048139	51058759	+
gene-LOC105372649	rna-XR_007089722.1	lnc_RNA	51099952	51208625	+
gene-LOC105372649	rna-XR_007089723.1	lnc_RNA	51099952	51110350	+
gene-KCNB1	rna-XM_054323413.1	mRNA	51253648	51133488	-
gene-KCNB1	rna-XM_054323414.1	mRNA	51253054	51133488	-
gene-KCNB1	rna-NM_004975.4	mRNA	51252283	51133488	-
gene-PTGIS	rna-NM_000961.4	mRNA	51337708	51273489	-
gene-PTGIS	rna-XM_054323757.1	mRNA	51337708	51294467	-
gene-LOC101927486	rna-XR_007089724.1	lnc_RNA	51337615	51341523	+
gene-LOC105372651	rna-XR_007089725.1	lnc_RNA	51363907	51373218	+
gene-LOC105372651	rna-XR_007089726.1	lnc_RNA	51363907	51372333	+
gene-B4GALT5	rna-NM_004776.4	mRNA	51483439	51402497	-
gene-B4GALT5	rna-XM_054324227.1	mRNA	51426965	51402497	-
gene-B4GALT5	rna-XM_054324226.1	mRNA	51426444	51402497	-
gene-LOC105372652	rna-XR_007089730.1	lnc_RNA	51544963	51534199	-
gene-LOC105372652	rna-XR_007089729.1	lnc_RNA	51542449	51534199	-
gene-LOC105372652	rna-XR_007089728.1	lnc_RNA	51544978	51538567	-
gene-LOC105372652	rna-XR_007089727.1	lnc_RNA	51542449	51538567	-
gene-SLC9A8	rna-XM_054323280.1	mRNA	51582353	51661678	+
gene-SLC9A8	rna-XM_054323285.1	mRNA	51582353	51656181	+
gene-SLC9A8	rna-XM_054323284.1	mRNA	51582353	51656001	+
gene-SLC9A8	rna-XM_054323291.1	mRNA	51582353	51632456	+
gene-SLC9A8	rna-XM_054323290.1	mRNA	51582353	51632434	+
gene-SLC9A8	rna-XM_054323289.1	mRNA	51619004	51661678	+
gene-SPATA2	rna-XM_054324293.1	mRNA	51685862	51672829	-
gene-SPATA2	rna-NM_006038.4	mRNA	51684975	51672829	-
gene-SPATA2	rna-NM_001135773.2	mRNA	51683150	51672829	-
gene-SPATA2	rna-XM_054324294.1	mRNA	51682409	51672829	-
gene-LOC105372653	rna-NR_134564.1	lnc_RNA	51685268	51698269	+
gene-RNF114	rna-NM_018683.4	mRNA	51705850	51723356	+
gene-SNAI1	rna-NM_005985.4	mRNA	51752472	51758372	+
gene-LOC105372654	rna-XR_007089732.1	lnc_RNA	51800093	51798704	-
gene-TRERNA1	rna-NR_051976.1	lnc_RNA	51811246	51810324	-
gene-LOC105372655	rna-XR_007089734.1	lnc_RNA	51827178	51822628	-
gene-LOC105372655	rna-XR_007089733.1	lnc_RNA	51827178	51822845	-
gene-PEDS1-UBE2V1	rna-NM_199203.3	mRNA	51923514	51850762	-
gene-UBE2V1	rna-NM_022442.6	mRNA	51885743	51850762	-
gene-UBE2V1	rna-NM_001257395.2	mRNA	51882936	51850762	-
gene-UBE2V1	rna-NM_001282580.2	mRNA	51882936	51865198	-
gene-PEDS1	rna-NM_001162505.2	mRNA	51923514	51888040	-
gene-LOC124904927	rna-XM_047446995.1	mRNA	51913517	51913681	+
gene-LINC01275	rna-NR_183899.1	lnc_RNA	51935695	51932261	-
gene-LINC01275	rna-NR_183897.1	lnc_RNA	51935695	51932829	-
gene-LINC01273	rna-NR_109943.1	lnc_RNA	51942069	51946172	+
gene-CEBPB-AS1	rna-NR_125739.1	lnc_RNA	51961571	51954105	-
gene-CEBPB	rna-NM_001285878.1	mRNA	51960085	51962192	+
gene-CEBPB	rna-NM_005194.4	mRNA	51960332	51962170	+
gene-LOC107985386	rna-XR_007089739.1	lnc_RNA	52016988	52007957	-
gene-LOC105372656	rna-XR_007089740.1	lnc_RNA	52022171	52033947	+
gene-PELATON	rna-NR_170991.1	lnc_RNA	52037179	52049489	+
gene-LINC01270	rna-NR_034124.1	lnc_RNA	52062421	52084535	+
gene-LINC01271	rna-NR_109950.1	lnc_RNA	52090959	52080327	-
gene-LOC105372657	rna-XR_007089741.1	lnc_RNA	52120316	52138484	+
gene-PTPN1	rna-NM_002827.4	mRNA	52280014	52354898	+
gene-RIPOR3	rna-XM_054323036.1	mRNA	52462306	52355765	-
gene-RIPOR3	rna-XM_054323037.1	mRNA	52462102	52355765	-
gene-RIPOR3	rna-XM_054323041.1	mRNA	52461839	52355765	-
gene-RIPOR3	rna-XM_054323040.1	mRNA	52461213	52355765	-
gene-RIPOR3	rna-NM_080829.4	mRNA	52406417	52355765	-
gene-RIPOR3	rna-XM_054323042.1	mRNA	52379245	52355765	-
gene-RIPOR3	rna-XM_054323045.1	mRNA	52378015	52355765	-
gene-RIPOR3	rna-XM_054323043.1	mRNA	52461839	52364422	-
gene-RIPOR3	rna-XM_054323044.1	mRNA	52461839	52365200	-
gene-RIPOR3	rna-XM_054323046.1	mRNA	52461839	52365958	-
gene-RIPOR3-AS1	rna-NR_111906.1	lnc_RNA	52415073	52429895	+
gene-LOC105372659	rna-XR_007089747.1	lnc_RNA	52437183	52444551	+
gene-LOC105372659	rna-XR_007089743.1	lnc_RNA	52437489	52444551	+
gene-LOC105372659	rna-XR_007089746.1	lnc_RNA	52437489	52443712	+
gene-PARD6B	rna-NM_032521.3	mRNA	52501885	52524080	+
gene-BCAS4	rna-XM_054323662.1	mRNA	52565310	52653288	+
gene-BCAS4	rna-XM_054323661.1	mRNA	52565310	52647771	+
gene-BCAS4	rna-XM_054323663.1	mRNA	52565310	52606382	+
gene-BCAS4	rna-XM_054323664.1	mRNA	52565310	52600736	+
gene-BCAS4	rna-NM_198799.4	mRNA	52565477	52647771	+
gene-LOC124904929	rna-XR_007089748.1	lnc_RNA	52644961	52640649	-
gene-ADNP	rna-XM_054323298.1	mRNA	52702035	52659513	-
gene-ADNP	rna-XM_054323295.1	mRNA	52700933	52659513	-
gene-ADNP	rna-XM_054323294.1	mRNA	52689854	52659513	-
gene-ADNP	rna-NM_001282532.2	mRNA	52680384	52659513	-
gene-ADNP-AS1	rna-NR_110008.1	lnc_RNA	52701581	52715730	+
gene-DPM1	rna-NM_001317036.1	mRNA	52729166	52705453	-
gene-DPM1	rna-NM_003859.3	mRNA	52729134	52705468	-
gene-DPM1	rna-XM_054324196.1	mRNA	52729166	52711469	-
gene-MOCS3	rna-NM_014484.5	mRNA	52729420	52734531	+
gene-KCNG1	rna-XM_054323417.1	mRNA	52793753	52774232	-
gene-KCNG1	rna-XM_054323420.1	mRNA	52793715	52774232	-
gene-KCNG1	rna-XM_054323423.1	mRNA	52793697	52774232	-
gene-KCNG1	rna-NM_002237.4	mRNA	52793684	52774232	-
gene-LOC105372661	rna-XR_007089751.1	lnc_RNA	52887998	52913592	+
gene-LOC105372661	rna-XR_007089750.1	lnc_RNA	52900298	52913592	+
gene-LOC105372661	rna-XR_007089752.1	lnc_RNA	52900298	52901989	+
gene-LOC105372662	rna-XR_007089753.1	lnc_RNA	52895465	52890250	-
gene-LOC124904930	rna-XM_047446996.1	mRNA	53124807	53116030	-
gene-LOC105372663	rna-XR_007089755.1	lnc_RNA	53137029	53167453	+
gene-LOC105372663	rna-XR_007089754.1	lnc_RNA	53137406	53167453	+
gene-NFATC2	rna-NM_001258295.2	mRNA	53333580	53157542	-
gene-NFATC2	rna-NM_001258297.2	mRNA	53313475	53157542	-
gene-NFATC2	rna-XM_054323455.1	mRNA	53333580	53185135	-
gene-NFATC2	rna-XM_054323452.1	mRNA	53313475	53185135	-
gene-ATP9A	rna-NM_006045.3	mRNA	53539837	53367253	-
gene-SALL4	rna-NM_001318031.2	mRNA	53573977	53553790	-
gene-SALL4	rna-XM_054323742.1	mRNA	53573060	53553790	-
gene-LINC01429	rna-NR_110016.1	lnc_RNA	53634377	53603269	-
gene-LOC105372664	rna-XR_007089756.1	lnc_RNA	53848133	53867916	+
gene-LOC105372664	rna-XR_007089757.1	lnc_RNA	53850072	53867916	+
gene-ZFP64	rna-XM_054323673.1	mRNA	53963219	53855447	-
gene-ZFP64	rna-XM_054323677.1	mRNA	53877289	53855447	-
gene-ZFP64	rna-NM_001319146.2	mRNA	53876724	53855447	-
gene-ZFP64	rna-XM_054323671.1	mRNA	53963219	53922718	-
gene-ZFP64	rna-XM_054323676.1	mRNA	53958355	53922718	-
gene-ZFP64	rna-XM_054323675.1	mRNA	53947943	53922718	-
gene-ZFP64	rna-XM_054323674.1	mRNA	53947659	53922718	-
gene-LOC105372666	rna-XR_007089758.1	lnc_RNA	53982053	54465109	+
gene-LOC105372666	rna-XR_007089759.1	lnc_RNA	53982053	54452461	+
gene-LOC105372666	rna-XR_007089761.1	lnc_RNA	53982053	54343225	+
gene-LOC105372666	rna-XR_007089760.1	lnc_RNA	54312173	54465109	+
gene-LOC105372667	rna-XR_007089766.1	lnc_RNA	54243038	54240620	-
gene-LOC105372665	rna-XR_007089764.1	lnc_RNA	54390380	54381307	-
gene-LOC105372665	rna-XR_007089763.1	lnc_RNA	54388094	54381307	-
gene-LINC01524	rna-NR_110038.1	lnc_RNA	54392050	54421669	+
gene-LOC105376985	rna-XR_007089765.1	lnc_RNA	54431339	54433034	+
gene-LOC105372668	rna-XR_007089767.1	lnc_RNA	54666730	54610345	-
gene-LOC105372668	rna-XR_007089768.1	lnc_RNA	54627127	54610345	-
gene-TSHZ2	rna-XM_054322946.1	mRNA	54743638	55267610	+
gene-TSHZ2	rna-NM_001193421.2	mRNA	54956547	55267610	+
gene-LOC105372670	rna-XR_007089773.1	lnc_RNA	55173475	55171418	-
gene-LOC105372669	rna-NR_187667.1	lnc_RNA	55245391	55204313	-
gene-LOC105372669	rna-NR_187666.1	lnc_RNA	55245391	55215423	-
gene-LOC105372671	rna-XR_007089774.1	lnc_RNA	55297524	55289168	-
gene-ZNF217-AS1	rna-NR_110051.1	lnc_RNA	55325003	55347492	+
gene-ZNF217	rna-XM_054323963.1	mRNA	55382108	55339254	-
gene-ZNF217	rna-XM_054323969.1	mRNA	55366521	55339254	-
gene-ZNF217	rna-NM_001385034.1	mRNA	55366008	55339254	-
gene-ZNF217	rna-XM_054323965.1	mRNA	55365731	55339254	-
gene-ZNF217	rna-XM_054323964.1	mRNA	55365675	55339254	-
gene-ZNF217	rna-XM_054323967.1	mRNA	55364727	55339254	-
gene-ZNF217	rna-XM_054323966.1	mRNA	55358910	55339254	-
gene-ZNF217	rna-XM_054323971.1	mRNA	55382108	55343913	-
gene-ZNF217	rna-XM_054323970.1	mRNA	55366503	55343913	-
gene-ZNF217	rna-XM_054323972.1	mRNA	55365675	55343913	-
gene-LOC105372672	rna-NR_134576.1	lnc_RNA	55380522	55406751	+
gene-LOC124904933	rna-XR_007089775.1	lnc_RNA	55508930	55513971	+
gene-LOC124904934	rna-XR_007089779.1	lnc_RNA	55618931	55627171	+
gene-LOC124904934	rna-XR_007089777.1	lnc_RNA	55618963	55625950	+
gene-LOC124904934	rna-XR_007089778.1	lnc_RNA	55618964	55625950	+
gene-LOC124904934	rna-XR_007089776.1	lnc_RNA	55620004	55625950	+
gene-LOC124904936	rna-XR_007089780.1	lnc_RNA	55710265	55718189	+
gene-BCAS1	rna-NM_001366297.2	mRNA	55844501	55717035	-
gene-BCAS1	rna-XM_054324175.1	mRNA	55832913	55717035	-
gene-CYP24A1	rna-XM_054323101.1	mRNA	55948319	55917842	-
gene-CYP24A1	rna-XM_054323105.1	mRNA	55948319	55917851	-
gene-CYP24A1	rna-NM_001128915.2	mRNA	55948319	55927758	-
gene-CYP24A1	rna-XM_054323102.1	mRNA	55948319	55927760	-
gene-LOC105372675	rna-XR_007089781.1	lnc_RNA	55952627	55964538	+
gene-PFDN4	rna-XM_054323509.1	mRNA	55982175	55989765	+
gene-PFDN4	rna-XM_054323507.1	mRNA	55982181	55994286	+
gene-PFDN4	rna-NM_002623.4	mRNA	55982412	55994286	+
gene-PFDN4	rna-XM_054323508.1	mRNA	55982727	55994286	+
gene-LOC107985385	rna-XR_007089782.1	lnc_RNA	56003230	56007236	+
gene-DOK5	rna-NM_018431.5	mRNA	56249932	56425527	+
gene-DOK5	rna-NM_001294161.2	mRNA	56249932	56269493	+
gene-DOK5	rna-XM_054323687.1	mRNA	56250405	56425527	+
gene-DOK5	rna-XM_054323686.1	mRNA	56323338	56425527	+
gene-LINC01441	rna-NR_110064.1	lnc_RNA	57202236	57195375	-
gene-LINC01440	rna-NR_110629.1	lnc_RNA	57198082	57201830	+
gene-LOC105372676	rna-XR_007089860.1	lnc_RNA	57412554	57352193	-
gene-LOC105372676	rna-XR_007089861.1	lnc_RNA	57412554	57382622	-
gene-LOC107984001	rna-XR_007089862.1	lnc_RNA	57520153	57439858	-
gene-LOC107984001	rna-XR_007089863.1	lnc_RNA	57520127	57439858	-
gene-LOC105372677	rna-XR_007089466.1	lnc_RNA	57579017	57604809	+
gene-LOC105372678	rna-XR_007089468.1	lnc_RNA	57627754	57633620	+
gene-LOC105372678	rna-XR_007089467.1	lnc_RNA	57627754	57630468	+
gene-CBLN4	rna-NM_080617.6	mRNA	57780495	57772333	-
gene-LOC105376989	rna-XR_007089526.1	lnc_RNA	57876766	57878594	+
gene-LOC105372680	rna-XR_007089528.1	lnc_RNA	57944764	57917467	-
gene-LOC105372680	rna-XR_007089527.1	lnc_RNA	57943008	57917467	-
gene-MC3R	rna-NM_019888.3	mRNA	58023745	58024828	+
gene-FAM210B	rna-NM_080821.3	mRNA	58136515	58146108	+
gene-AURKA	rna-NM_198437.3	mRNA	58169708	58146835	-
gene-CSTF1	rna-NM_001033521.2	mRNA	58169872	58183853	+
gene-CSTF1	rna-XM_054323070.1	mRNA	58170051	58183853	+
gene-CSTF1	rna-NM_001033522.2	mRNA	58170138	58183853	+
gene-CASS4	rna-NM_001164116.2	mRNA	58189526	58237871	+
gene-CASS4	rna-NM_020356.4	mRNA	58189750	58237871	+
gene-RTF2	rna-NM_001283035.2	mRNA	58246115	58296942	+
gene-RTF2	rna-XM_054323483.1	mRNA	58248114	58296942	+
gene-RTF2	rna-XM_054323482.1	mRNA	58248189	58296942	+
gene-GCNT7	rna-NM_080615.1	mRNA	58303418	58268985	-
gene-FAM209A	rna-XM_054323142.1	mRNA	58302237	58311077	+
gene-FAM209A	rna-NM_001012971.4	mRNA	58302237	58303645	+
gene-FAM209B	rna-NM_001013646.4	mRNA	58310733	58314010	+
gene-LINC01716	rna-NR_136537.1	lnc_RNA	58355085	58373642	+
gene-TFAP2C	rna-NM_003222.4	mRNA	58406835	58416812	+
gene-LOC105372683	rna-XR_007089397.1	lnc_RNA	58752850	58764561	+
gene-LOC105372683	rna-XR_007089394.1	lnc_RNA	58752850	58764185	+
gene-LOC105372683	rna-XR_007089395.1	lnc_RNA	58752850	58756067	+
gene-LOC105372685	rna-XR_007089327.1	lnc_RNA	58913773	58893219	-
gene-LOC105372685	rna-XR_007089323.1	lnc_RNA	58913785	58894983	-
gene-LOC105372685	rna-XR_007089326.1	lnc_RNA	58913780	58894983	-
gene-LOC105372685	rna-XR_007089325.1	lnc_RNA	58904602	58894983	-
gene-LOC105372686	rna-XR_007089530.1	lnc_RNA	58940306	58937068	-
gene-BMP7	rna-NM_001719.3	mRNA	59044381	58946551	-
gene-BMP7-AS1	rna-NR_110631.1	lnc_RNA	58991428	58993598	+
gene-LOC112268270	rna-NR_171651.1	lnc_RNA	59044180	59045027	+
gene-LOC105372687	rna-XR_007089531.1	lnc_RNA	59107410	59052102	-
gene-SPO11	rna-XM_054323300.1	mRNA	59107549	59121739	+
gene-SPO11	rna-XM_054323305.1	mRNA	59107549	59121174	+
gene-SPO11	rna-XM_054323304.1	mRNA	59107866	59121739	+
gene-RAE1	rna-XM_054324151.1	mRNA	59128708	59156956	+
gene-RAE1	rna-XM_054324152.1	mRNA	59128789	59154020	+
gene-RAE1	rna-NM_003610.4	mRNA	59129009	59156956	+
gene-RAE1	rna-XM_054324153.1	mRNA	59129201	59156956	+
gene-RAE1	rna-NM_001015885.2	mRNA	59129296	59156956	+
gene-RAE1	rna-XM_054324155.1	mRNA	59129732	59156956	+
gene-RAE1	rna-XM_054324154.1	mRNA	59129823	59156956	+
gene-RBM38-AS1	rna-NR_149006.1	lnc_RNA	59170844	59161914	-
gene-RBM38	rna-XM_054323628.1	mRNA	59169161	59187090	+
gene-LOC124904939	rna-XR_007089532.1	lnc_RNA	59217468	59212483	-
gene-LOC105372688	rna-XR_007089533.1	lnc_RNA	59238070	59241036	+
gene-CTCFL	rna-NM_001269043.2	mRNA	59302954	59273777	-
gene-CTCFL	rna-NM_001269042.2	mRNA	59303466	59274978	-
gene-CTCFL	rna-NM_001386997.1	mRNA	59302954	59274978	-
gene-CTCFL	rna-NM_001386995.1	mRNA	59302511	59274978	-
gene-CTCFL	rna-NM_001269054.2	mRNA	59302954	59277371	-
gene-CTCFL	rna-NM_001269044.3	mRNA	59302511	59277371	-
gene-CTCFL	rna-NM_001269045.2	mRNA	59303466	59284818	-
gene-CTCFL	rna-NM_001269055.3	mRNA	59302954	59284818	-
gene-CTCFL	rna-NM_001269048.3	mRNA	59302511	59284818	-
gene-CTCFL	rna-NM_001269051.2	mRNA	59303466	59296313	-
gene-CTCFL	rna-NM_001386996.1	mRNA	59302954	59296313	-
gene-CTCFL	rna-NM_001269052.3	mRNA	59302511	59296313	-
gene-PCK1	rna-NM_002591.4	mRNA	59338906	59345911	+
gene-ZBP1	rna-XM_054324085.1	mRNA	59398455	59381746	-
gene-ZBP1	rna-XM_054324083.1	mRNA	59398326	59381746	-
gene-ZBP1	rna-XM_054324082.1	mRNA	59398326	59388134	-
gene-ZBP1	rna-XM_054324086.1	mRNA	59398326	59389739	-
gene-ZBP1	rna-NM_001323966.2	mRNA	59398326	59390793	-
gene-PMEPA1	rna-NM_199171.3	mRNA	59489465	59426290	-
gene-PMEPA1	rna-NM_199170.3	mRNA	59488570	59426290	-
gene-PMEPA1	rna-NM_020182.5	mRNA	59488008	59426290	-
gene-PMEPA1	rna-NM_001255976.2	mRNA	59468679	59426290	-
gene-NKILA	rna-NR_131157.1	lnc_RNA	59488176	59490773	+
gene-LOC105372692	rna-XR_007089534.1	lnc_RNA	59496668	59506391	+
gene-LOC105372692	rna-XR_007089536.1	lnc_RNA	59496747	59507218	+
gene-LOC105372692	rna-XR_007089539.1	lnc_RNA	59498475	59506391	+
gene-LOC105372692	rna-XR_007089535.1	lnc_RNA	59498475	59502341	+
gene-LOC105372693	rna-XR_007089542.1	lnc_RNA	59778757	59765097	-
gene-LINC01742	rna-NR_147083.1	lnc_RNA	59783099	59783843	+
gene-LOC107987284	rna-XR_007089545.1	lnc_RNA	59908628	59913225	+
gene-LOC107985434	rna-XR_007089546.1	lnc_RNA	59938830	59908997	-
gene-CIMIP1	rna-NM_178456.3	mRNA	59930301	59940548	+
gene-LOC105372694	rna-XR_007089543.1	lnc_RNA	59959105	59943436	-
gene-LOC105372694	rna-XR_007089544.1	lnc_RNA	59954660	59953628	-
gene-ANKRD60	rna-NM_001304369.2	mRNA	60009655	59997150	-
gene-ANKRD60	rna-XM_054323014.1	mRNA	60009655	60000075	-
gene-ANKRD60	rna-XM_054323013.1	mRNA	60009655	60000894	-
gene-RAB22A	rna-NM_020673.3	mRNA	60090658	60148467	+
gene-VAPB	rna-NM_004738.5	mRNA	60170196	60232149	+
gene-APCDD1L	rna-NM_153360.3	mRNA	60296451	60240151	-
gene-APCDD1L-DT	rna-NR_034147.1	lnc_RNA	60296431	60401925	+
gene-LINC01711	rna-NR_125359.1	lnc_RNA	60416805	60417771	+
gene-LOC107985410	rna-XR_007089547.1	lnc_RNA	60431698	60419405	-
gene-STX16-NPEPL1	rna-NR_037945.1	lnc_RNA	60433316	60498448	+
gene-STX16	rna-NM_001001433.3	mRNA	60433346	60461589	+
gene-NPEPL1	rna-NM_001204872.2	mRNA	60471190	60498448	+
gene-NPEPL1	rna-NM_024663.4	mRNA	60474858	60498448	+
gene-LOC124904942	rna-XM_047446960.1	mRNA	60500199	60501835	+
gene-LOC105372695	rna-NR_134566.1	lnc_RNA	60556032	60557418	+
gene-GNAS	rna-NM_016592.5	mRNA	60622887	60694318	+
gene-GNAS	rna-XM_054323372.1	mRNA	60624759	60694318	+
gene-GNAS	rna-NM_001309861.2	mRNA	60624759	60694315	+
gene-GNAS	rna-XM_054323365.1	mRNA	60635834	60694318	+
gene-GNAS	rna-NM_001309883.1	mRNA	60636099	60683630	+
gene-GNAS	rna-XM_054323367.1	mRNA	60672298	60694318	+
gene-GNAS	rna-NM_001309840.2	mRNA	60672298	60694315	+
gene-GNAS	rna-NM_001077488.5	mRNA	60674550	60694318	+
gene-GNAS	rna-NM_080426.4	mRNA	60674550	60694315	+
gene-GNAS	rna-NM_001309842.2	mRNA	60674550	60683630	+
gene-GNAS	rna-XM_054323373.1	mRNA	60675292	60694318	+
